Amount,Term,EmploymentType,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts,DebtRatio,AccountAgeRatio
500,12,Employed - full time,Other,0,273,5,6,4,0,2,1,2,98.33,11048,11048,7,22.095999955808,0.018315018247930335
500,12,Employed - full time,Other,0,52,2,7,6,0,0,5,1,14.57,2431,2431,0,4.861999990276,0.03846153772189351
15000,60,Employed - full time,Other,0,39,3,5,5,0,0,1,0,20.0,2455,2455,0,0.16366666665575555,0.0769230749506904
20000,60,Employed - full time,debt consolidation,0,290,4,26,12,3,0,3,14,88.96,296950,38577,0,14.847499999257625,0.013793103400713437
10000,60,Employed - full time,Debt consolidation,1,221,7,27,18,1,0,1,9,73.56,201006,23167,0,20.10059999798994,0.03167420800147417
12000,60,Retired,Debt Consolidation,0,281,3,18,10,1,0,2,8,79.06,14469,14469,0,1.2057499998995207,0.010676156545636454
20000,60,Employed - full time,Other,0,98,9,11,6,0,0,4,5,38.27,252664,5057,0,12.63319999936834,0.09183673375676803
14000,60,Employed - full time,home improvement,0,146,1,24,9,2,0,1,15,59.12,37652,37652,0,2.689428571236469,0.0068493150215800346
3000,36,Employed - full time,Other,0,126,7,29,19,1,11,2,10,58.68,15075,15075,7,5.024999998325,0.05555555511463845
6000,24,Employed - full time,Debt Consolidation,0,62,1,14,8,2,2,3,6,32.43,4437,4437,7,0.73949999987675,0.01612903199791884
20000,54,Self employed,Home Improvments,0,195,3,16,12,0,0,1,4,91.81,289707,13761,0,14.485349999275732,0.015384615305719922
500,12,Employed - part time,Other,0,223,2,32,21,7,8,13,11,38.03,6675,6675,7,13.349999973300001,0.00896860982525287
2000,12,Employed - full time,Other,0,47,2,21,17,2,0,10,4,15.24,20632,20632,0,10.315999994841999,0.04255319058397467
4000,36,Employed - full time,Other,0,122,2,12,11,1,0,6,1,19.33,7364,7364,0,1.8409999995397501,0.016393442488578342
2000,24,Employed - full time,Other,0,68,15,12,10,0,9,0,2,43.42,22155,22155,7,11.077499994461249,0.22058823205017306
7500,48,Employed - full time,Home improvement,0,249,8,35,18,2,0,1,17,75.6,248359,75327,0,33.114533328918064,0.03212851392719472
3500,36,Employed - full time,Holiday,0,37,6,2,2,0,0,1,0,21.5,0,0,0,0.0,0.16216215777940116
1000,24,Self employed,Other,0,49,5,3,3,0,0,2,0,21.33,778,778,0,0.777999999222,0.10204081424406503
12000,12,Employed - full time,Home improvement,0,314,7,25,16,0,5,1,9,106.88,516485,20079,7,43.04041666307997,0.022292993559576455
5000,24,Employed - full time,Debt consolidation,0,123,2,23,13,2,0,8,10,42.91,21651,21651,0,4.33019999913396,0.016260162469429573
5000,60,Employed - full time,Other,0,282,26,4,4,0,0,0,0,156.0,279224,25943,1,55.844799988831035,0.09219858123333836
2000,36,Employed - full time,Other,0,104,10,11,10,0,6,1,1,58.82,1773,1773,7,0.88649999955675,0.09615384522928995
4000,48,Self employed,Consolidation,0,105,2,6,4,1,1,2,2,30.0,1855,1855,0,0.4637499998840625,0.019047618866213156
500,12,Employed - part time,Other,0,256,4,27,16,0,3,1,11,57.85,4312,4312,7,8.623999982752,0.015624999938964844
20000,30,Employed - full time,Other,0,138,2,8,4,3,0,3,4,60.25,17441,17441,0,0.8720499999563975,0.014492753518168453
15000,60,Employed - full time,Other,0,289,14,16,8,2,0,0,8,75.94,15871,15871,0,1.058066666596129,0.04844290640677195
1000,12,Employed - full time,Other,0,65,3,10,5,5,3,2,5,29.5,2076,2076,7,2.075999997924,0.04615384544378699
6000,48,Employed - full time,Other,1,124,3,8,6,0,0,1,2,31.75,392,392,0,0.06533333332244444,0.024193548191987515
15000,60,Employed - full time,Other,0,18,2,5,5,0,0,3,0,10.0,0,0,0,0.0,0.11111110493827195
10000,60,Employed - full time,Other,0,148,14,3,3,0,0,0,0,65.0,567,567,0,0.05669999999433,0.09459459395544194
5000,12,Employed - full time,Other,1,184,5,10,5,2,0,1,5,79.4,274532,137,0,54.906399989018716,0.02717391289579395
6500,48,Employed - full time,Other,1,161,1,26,9,4,1,4,17,52.62,172354,27681,0,26.515999995920613,0.006211180085644845
1000,54,Employed - part time,Home improvements,0,126,13,30,19,2,11,0,11,42.97,12258,12258,7,12.257999987742,0.10317460235575712
12000,60,Employed - full time,Other,0,293,19,5,5,0,0,0,0,86.4,8802,8802,0,0.7334999999388749,0.06484641616093373
8000,36,Employed - part time,Debt consolidation,0,166,4,18,10,1,0,4,8,52.5,110812,8046,0,13.851499998268562,0.02409638539700973
500,18,Employed - part time,Other,0,101,1,17,10,1,6,2,7,46.12,3264,3264,7,6.527999986944,0.009900990000980298
3000,60,Employed - full time,Other,1,102,9,5,4,0,0,1,1,41.0,1406,1406,0,0.4686666665104445,0.08823529325259517
3000,60,Employed - full time,Other,0,183,7,17,5,4,6,2,12,72.24,925,925,0,0.30833333323055556,0.03825136591119472
500,24,Employed - part time,Other,0,91,4,12,9,0,1,5,3,38.33,5469,5469,7,10.937999978124001,0.04395604347301051
10000,48,Self employed,Other,0,59,17,4,4,0,0,0,0,30.75,9316,9316,0,0.93159999990684,0.28813558833668496
10000,42,Employed - full time,Car,1,114,4,10,9,0,0,3,1,56.4,8309,8309,0,0.83089999991691,0.03508771899045861
8000,42,Employed - full time,Car,0,178,1,10,4,2,0,3,6,59.6,3038,3038,4,0.3797499999525312,0.005617977496528217
20000,60,Employed - full time,Other,0,118,3,16,8,5,0,4,8,50.81,159181,10763,0,7.959049999602048,0.025423728598103996
5000,60,Employed - full time,Other,0,96,2,17,13,1,0,4,4,35.24,10272,10272,0,2.05439999958912,0.020833333116319446
3000,60,Employed - full time,Wedding,0,172,2,12,9,0,6,1,3,60.5,6873,6873,7,2.2909999992363335,0.011627906909140076
5000,60,Employed - full time,Other,0,78,13,25,15,1,6,0,10,47.08,5229,5229,7,1.04579999979084,0.16666666452991455
1000,24,Employed - full time,Home improvements,0,170,5,15,13,1,4,4,2,39.47,5413,5413,7,5.412999994587,0.029411764532871972
1000,12,Employed - full time,Other,1,126,7,20,8,1,0,1,12,49.6,19940,19940,0,19.93999998006,0.05555555511463845
1000,12,Employed - full time,Other,0,201,2,22,16,1,6,7,6,45.55,8410,8410,7,8.40999999159,0.009950248706715181
7000,48,Employed - full time,Car,0,93,3,20,6,8,8,1,14,28.3,3702,3702,7,0.5288571427815918,0.03225806416926813
500,12,Employed - full time,Household,0,232,3,32,12,0,3,4,20,56.97,10595,10595,7,21.18999995762,0.012931034427021404
10000,36,Employed - full time,Other,0,177,17,10,7,0,0,0,3,60.8,343799,15273,0,34.37989999656201,0.09604519719748476
10000,60,Self employed,Car,0,157,25,16,6,2,7,0,10,62.07,2160,2160,7,0.2159999999784,0.159235667775569
9000,36,Employed - full time,Other,0,121,2,31,13,4,0,5,18,52.58,27467,27467,0,3.05188888854979,0.01652892548323202
6000,60,Employed - full time,Other,1,67,15,7,7,0,0,0,0,38.86,7152,7152,0,1.1919999998013333,0.22388059367342397
10000,60,Retired,Other,0,331,3,20,18,1,0,4,2,58.65,107415,8304,0,10.74149999892585,0.009063444081379324
1000,24,Employed - part time,Other,0,34,10,7,6,0,1,1,1,20.29,1664,1664,7,1.663999998336,0.2941176384083048
1000,24,Employed - full time,Other,0,193,5,35,19,0,8,2,16,62.29,7968,7968,7,7.967999992032,0.025906735617063546
2000,36,Employed - full time,consolidation,0,107,18,53,16,0,8,0,37,39.34,7182,7182,7,3.5909999982045,0.16822429749323087
5000,24,Employed - full time,Car,0,177,2,7,6,0,1,2,1,79.14,109092,7402,7,21.81839999563632,0.011299434964409973
2000,24,Employed - full time,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-0.00049999999975,1.000001000001
6500,48,Self employed,Other,0,60,16,3,3,0,0,0,0,43.0,914,914,4,0.14061538459375147,0.2666666622222223
10000,36,Self employed,Other,0,257,4,27,15,4,0,3,12,77.59,7162,7162,0,0.71619999992838,0.015564202274069253
1000,30,Employed - full time,Home improvements,0,73,2,21,14,0,9,2,7,34.1,3388,3388,7,3.387999996612,0.027397259898667675
6500,48,Employed - full time,Other,0,179,37,4,2,0,0,0,2,95.75,0,0,0,0.0,0.2067039094597547
14000,60,Employed - full time,Car,0,163,2,26,15,0,0,4,11,70.88,38551,38551,0,2.7536428569461684,0.012269938575031052
15000,60,Employed - full time,Other,0,227,1,14,11,0,0,5,3,45.0,13989,13989,0,0.9325999999378266,0.004405286324205787
6000,36,Employed - full time,Other,0,172,7,21,9,2,0,2,12,46.86,37331,37331,0,6.22183333229636,0.040697674181990266
1000,24,Employed - full time,Other,0,47,9,3,3,0,0,2,0,22.0,92,92,3,0.091999999908,0.19148935762788602
15000,60,Employed - full time,Other,0,296,1,20,12,0,0,2,8,96.3,20526,20526,0,1.3683999999087733,0.003378378366964938
15000,36,Employed - full time,Other,0,57,8,24,14,1,0,5,10,32.62,34481,34481,0,2.2987333331800843,0.14035087473068641
6500,48,Self employed,Other,0,212,33,15,11,0,7,0,4,91.73,30101,30101,7,4.630923076210627,0.1556603766242435
500,12,Employed - part time,Other,0,19,6,11,5,6,0,10,6,8.18,655,655,0,1.30999999738,0.31578945706371275
15000,60,Self employed,Other,0,68,15,6,6,0,0,0,0,42.5,22935,22935,0,1.5289999998980666,0.22058823205017306
5000,36,Employed - full time,Other,0,186,14,22,14,2,0,0,8,84.14,33127,33127,0,6.6253999986749195,0.07526881679963002
6500,48,Employed - full time,Other,0,103,2,22,13,5,1,10,9,26.91,6180,6180,7,0.9507692306229585,0.01941747553963616
4000,24,Employed - full time,Other,0,90,2,26,12,2,0,5,14,39.46,17906,17906,5,4.476499998880875,0.022222221975308647
15000,60,Employed - full time,Home improvements,0,246,4,16,11,0,0,3,5,74.5,136369,19972,0,9.091266666060582,0.016260162535527794
6500,48,Employed - full time,Household,0,90,1,66,30,1,10,5,36,31.78,22264,22264,7,3.4252307687038104,0.011111110987654323
1200,12,Employed - full time,Other,0,131,1,32,16,5,0,6,16,25.09,16286,16286,5,13.571666655356942,0.00763358772798788
15000,48,Employed - full time,other,0,217,24,16,4,2,0,0,12,108.5,652,652,0,0.04346666666376889,0.11059907783134065
6500,48,Self employed,Other,0,137,3,28,20,2,9,6,8,46.29,28391,28391,7,4.3678461531741775,0.02189781005914007
7000,60,Employed - full time,Other,0,145,5,11,7,0,0,1,4,49.55,17261,17261,0,2.4658571425048774,0.03448275838287753
8000,48,Employed - full time,Car purchase,0,223,16,14,8,0,0,0,6,118.21,103063,1812,0,12.88287499838964,0.07174887860202296
10000,60,Employed - full time,Home improvement,0,106,9,10,4,1,0,1,6,58.1,1249,1249,0,0.12489999998751,0.0849056595763617
1000,18,Employed - full time,Debt consolidation,0,185,4,9,7,2,1,4,2,48.89,2384,2384,7,2.383999997616,0.02162162150474799
10000,60,Employed - full time,debt consolidation,0,146,1,22,13,0,0,2,9,61.27,17729,17729,0,1.77289999982271,0.0068493150215800346
5000,36,Employed - full time,Vet bills,0,259,1,9,7,2,0,3,2,76.33,133377,9158,1,26.675399994664918,0.00386100384609651
8500,60,Employed - full time,Other,1,65,2,12,8,2,0,5,4,21.33,20502,20502,0,2.4119999997162354,0.030769230295857996
12000,36,Self employed,Furniture,0,213,1,26,12,0,0,2,14,84.15,71755,71755,0,5.979583332835035,0.0046948356587096915
1200,18,Employed - full time,Home improvements,0,110,0,53,15,4,1,8,38,37.32,26013,26013,7,21.677499981935416,0.0
1000,36,Self employed,Other,0,127,7,8,5,1,3,1,3,53.75,735,735,7,0.734999999265,0.05511810980221961
1000,12,Employed - full time,Other,0,40,2,35,19,14,0,14,16,18.94,26631,26631,0,26.630999973369,0.04999999875000003
5000,24,Employed - full time,Other,0,46,46,1,-1,0,0,0,1,46.0,0,-1,-1,0.0,0.9999999782608701
7000,24,Employed - full time,Other,0,156,10,20,9,0,0,2,11,72.9,139651,32596,0,19.950142854292835,0.06410256369165024
4000,12,Employed - part time,Home,1,271,8,17,7,3,0,1,10,95.71,103,103,0,0.025749999993562502,0.029520295094021053
5000,48,Employed - full time,Other,1,89,6,7,3,1,0,1,4,41.86,1419,1419,0,0.28379999994323996,0.06741572957959854
10000,60,Employed - full time,Other,0,251,6,14,9,1,0,2,5,73.36,15245,15245,0,1.52449999984755,0.02390438237488294
5000,36,Employed - full time,Other,0,139,1,21,16,1,5,7,5,43.33,14494,14494,7,2.89879999942024,0.007194244552559392
6500,48,Employed - part time,Other,0,199,76,8,6,0,2,0,2,122.0,80739,10678,7,12.421384613473633,0.38190954581955
10000,60,Employed - part time,Other,0,255,5,18,13,1,0,4,5,105.17,24679,24679,0,2.46789999975321,0.0196078430603614
2000,36,Self employed,Other,0,167,4,20,14,1,2,2,6,61.9,42052,7162,7,21.025999989486998,0.023952095664957512
1000,12,Employed - full time,New car,0,154,5,29,14,4,0,1,15,64.17,158347,20216,0,158.346999841653,0.03246753225670434
7500,48,Employed - full time,Other,0,153,3,7,6,0,0,3,1,66.71,6927,6927,0,0.9235999998768533,0.019607843009099065
7600,60,Employed - full time,Other,0,195,2,19,6,4,3,4,13,52.32,10648,10648,0,1.4010526313945983,0.010256410203813281
2000,36,Employed - full time,Other,0,119,0,24,16,1,2,7,8,32.38,9248,9248,7,4.623999997688,0.0
10000,60,Employed - full time,Other,0,158,1,23,12,4,0,4,11,46.22,27461,27461,0,2.74609999972539,0.00632911388399295
4000,24,Employed - full time,Other,0,150,1,23,15,3,6,6,8,39.0,16365,16365,7,4.0912499989771876,0.0066666666222222224
8000,48,Employed - full time,Other,0,222,1,26,16,1,0,5,10,61.08,123124,44832,0,15.390499998076187,0.004504504484213944
20000,60,Employed - full time,Other,0,47,14,9,5,1,0,0,4,28.89,4983,4983,0,0.2491499999875425,0.2978723340878227
6200,60,Employed - full time,Home improvements,1,148,2,17,10,4,0,5,7,36.53,182472,19259,0,29.430967737188553,0.01351351342220599
12000,48,Employed - full time,Vet bill,0,205,4,37,13,1,0,3,24,76.89,195826,15380,0,16.31883333197343,0.01951219502676978
10000,60,Self employed,Other,0,100,1,16,13,1,0,3,3,26.12,54231,54231,0,5.42309999945769,0.0099999999
10000,60,Employed - full time,Car,0,288,3,22,11,3,0,5,11,60.64,211869,18302,0,21.18689999788131,0.010416666630497685
15000,60,Employed - full time,Other,0,229,11,34,21,3,0,1,13,91.53,153069,78637,0,10.204599999319694,0.04803493428805706
3000,12,Employed - full time,Consolidation,0,72,3,7,3,3,0,2,4,26.0,2434,2434,0,0.8113333330628889,0.041666666087962975
2000,12,Self employed,Other,0,135,5,12,4,1,2,2,8,57.0,5335,5335,4,2.66749999866625,0.037037036762688616
6000,36,Employed - full time,Other,0,159,2,23,15,1,5,5,8,54.65,21634,21634,7,3.605666666065722,0.012578616273090464
7500,30,Employed - full time,Other,0,2,1,2,2,0,0,2,0,1.5,0,0,0,0.0,0.499999750000125
2000,60,Retired,Vet bill,0,443,2,27,13,1,1,2,14,95.26,3070,3070,7,1.5349999992324999,0.0045146726760391135
5000,24,Employed - full time,Car,0,64,57,3,3,0,3,0,0,60.0,1151,1151,7,0.23019999995395998,0.8906249860839847
20000,36,Self employed,Other,0,52,7,4,4,0,0,2,0,26.0,0,0,0,0.0,0.13461538202662726
7000,60,Employed - part time,Other,0,87,9,13,8,1,3,2,5,44.38,3589,3589,7,0.5127142856410408,0.10344827467300834
14000,54,Employed - full time,Other,0,161,16,23,8,0,0,0,15,60.52,96824,360,0,6.915999999506,0.09937888137031752
8000,36,Employed - full time,Car,0,362,4,27,16,3,0,3,11,141.3,42888,42888,0,5.3609999993298745,0.011049723726381978
13500,60,Employed - full time,Home,0,334,15,21,11,2,0,0,10,91.57,35478,19268,0,2.627999999805333,0.04491017950625695
10000,36,Employed - full time,Vet bills,0,230,3,10,8,1,1,1,2,72.3,11289,11289,7,1.1288999998871099,0.013043478204158791
500,12,Employed - full time,Other,0,98,2,9,7,2,2,3,2,38.89,18151,18151,7,36.301999927396,0.020408163057059562
1000,12,Employed - full time,Other,0,226,3,39,16,9,1,16,23,36.9,7575,7575,7,7.574999992425,0.01327433622444984
1000,12,Employed - full time,Consolidation,0,146,5,34,12,2,6,7,22,45.35,17860,17860,7,17.85999998214,0.03424657510790017
15000,60,Employed - full time,Other,0,238,6,28,24,0,0,2,4,84.29,19692,19692,0,1.31279999991248,0.025210083927688722
2500,24,Employed - full time,Car,0,33,33,1,1,0,0,0,0,33.0,0,0,0,0.0,0.9999999696969707
2000,36,Employed - full time,Other,1,254,8,16,9,1,0,1,7,96.12,103493,14430,0,51.74649997412675,0.031496062868125736
2000,12,Self employed,Other,0,35,3,7,5,1,1,2,2,20.29,134,134,0,0.0669999999665,0.0857142832653062
1000,12,Employed - full time,Other,0,155,0,52,10,17,0,19,42,32.69,4307,4307,0,4.306999995693,0.0
20000,48,Employed - full time,Consolidation,0,283,6,32,11,1,0,1,21,84.47,11773,11773,0,0.5886499999705674,0.021201413352645183
1000,24,Employed - full time,Other,0,94,8,2,2,0,0,1,0,51.0,1098,1098,0,1.097999998902,0.08510638207333636
1000,12,Employed - full time,Other,0,72,1,19,12,2,7,4,7,23.53,5563,5563,7,5.562999994437,0.013888888695987657
20000,60,Employed - full time,New car,0,170,15,13,4,0,0,0,9,71.62,226456,4878,0,11.32279999943386,0.08823529359861593
9000,48,Employed - full time,Car,0,148,11,12,10,0,0,1,2,75.25,202847,799,0,22.53855555305127,0.07432432382213294
7000,60,Employed - full time,Other,0,8,7,3,2,1,0,3,1,7.67,181,181,0,0.025857142853448978,0.8749998906250137
6500,48,Employed - full time,Other,0,281,57,6,5,0,2,0,1,157.5,935,935,7,0.14384615382402366,0.20284697436709262
6500,48,Employed - full time,Other,0,118,32,2,2,0,0,0,0,75.0,3,3,0,0.0004615384614674556,0.27118643837977596
6500,60,Employed - full time,Emergency,0,177,1,16,11,2,0,1,5,65.75,29625,29625,0,4.557692306991124,0.005649717482204986
5000,30,Employed - full time,Other,0,113,9,10,7,1,0,2,3,36.8,26997,26997,0,5.39939999892012,0.07964601699428303
7000,36,Employed - full time,Other,1,280,8,24,11,5,0,4,13,72.25,211936,15965,0,30.276571424246203,0.028571428469387757
20000,60,Employed - full time,Other,0,295,1,24,17,3,0,6,7,81.38,352734,28156,0,17.636699999118164,0.0033898304969836256
1000,12,Employed - part time,Vet bills,0,115,10,33,19,3,14,3,14,51.91,10640,10640,7,10.63999998936,0.08695652098298677
15000,60,Self employed,Household,0,12,12,1,1,0,0,0,0,12.0,1923,1923,0,0.12819999999145332,0.9999999166666736
10000,60,Employed - full time,Other,0,273,1,56,17,4,0,10,39,34.71,152025,66426,0,15.20249999847975,0.0036630036495860674
1000,12,Employed - full time,Other,0,98,8,8,6,2,0,5,2,21.75,1021,1021,6,1.020999998979,0.08163265222823825
9000,60,Self employed,Other,0,156,1,24,12,5,5,3,12,38.42,5307,5307,7,0.5896666666011481,0.006410256369165024
6500,48,Employed - full time,Other,0,999,12,12,9,0,4,0,3,226.83,7641,7641,7,1.1755384613576094,0.012012011999987976
15000,60,Employed - full time,Other,0,189,2,10,7,0,0,1,3,89.6,27146,11247,0,1.8097333332126844,0.010582010526021108
13000,30,Employed - full time,Other,0,89,5,14,12,0,0,2,2,44.5,726383,32168,0,55.87561538031726,0.056179774649665455
3500,36,Employed - full time,Other,0,62,3,13,7,1,0,5,6,20.0,15689,15689,0,4.4825714272906945,0.04838709599375652
7000,48,Employed - full time,New car,1,164,2,7,4,1,0,1,3,81.29,143627,2305,0,20.518142854211693,0.012195121876859014
3000,48,Employed - full time,Other,0,152,0,7,5,0,1,1,2,46.57,977,977,7,0.3256666665581111,0.0
6500,48,Employed - full time,Other,0,205,7,21,5,1,0,3,16,50.48,7040,7040,0,1.083076922910296,0.03414634129684711
3000,36,Employed - full time,Other,1,175,7,11,9,0,0,4,2,59.09,5766,5766,0,1.9219999993593333,0.039999999771428575
10000,36,Employed - full time,Car,0,406,2,17,11,1,0,3,6,113.41,13575,13575,0,1.3574999998642499,0.004926108362250965
9000,60,Employed - full time,Other,0,37,37,1,1,0,0,0,0,37.0,347,347,0,0.0385555555512716,0.9999999729729737
5000,60,Employed - full time,Other,0,159,7,14,12,0,0,2,2,48.86,24024,24024,0,4.80479999903904,0.04402515695581662
15000,60,Employed - part time,Debt Consolidation,0,168,4,26,15,1,0,2,11,88.85,32817,12590,0,2.1877999998541466,0.023809523667800456
15000,60,Employed - full time,Car,0,156,2,12,7,2,0,3,5,50.83,17923,17923,0,1.194866666587009,0.012820512738330047
10000,36,Employed - full time,Other,0,214,1,12,11,1,0,4,1,60.42,3633,3633,0,0.36329999996366996,0.004672897174425714
6500,48,Employed - full time,Other,0,246,1,11,4,2,1,3,7,80.73,1430,1430,0,0.21999999996615383,0.0040650406338819485
2000,18,Employed - full time,Other,0,32,2,3,3,0,0,2,0,12.33,615,615,0,0.30749999984625,0.06249999804687507
4000,48,Employed - part time,Car,0,119,2,14,9,0,0,1,5,72.43,265601,381,1,66.40024998339995,0.016806722547842667
5000,36,Employed - full time,Other,0,137,6,10,8,2,7,1,2,56.7,2535,2535,7,0.5069999998986,0.04379562011828014
500,12,Employed - full time,Other,0,71,1,18,11,0,8,1,7,41.17,3540,3540,7,7.07999998584,0.014084506843880186
1000,36,Employed - full time,car,0,62,18,9,6,1,5,0,3,36.11,10814,10814,7,10.813999989186,0.29032257596253913
5000,60,Self employed,Other,0,311,2,40,15,2,4,3,25,57.55,106408,25965,0,21.28159999574368,0.00643086814652454
6500,48,Self employed,Other,1,57,2,14,10,0,0,3,4,24.71,26144,26144,0,4.022153845535053,0.035087718682671604
10000,48,Employed - full time,Other,1,132,3,11,7,1,0,2,4,65.27,66068,486,0,6.606799999339319,0.02272727255509642
1500,12,Employed - part time,Other,0,161,10,10,7,0,6,1,3,81.9,6907,6907,7,4.6046666635968885,0.06211180085644844
1000,18,Employed - full time,Other,0,105,1,9,7,0,3,3,2,45.22,6609,6609,7,6.608999993391,0.009523809433106578
15000,60,Employed - full time,Other,0,180,9,14,7,1,0,1,7,63.57,16454,16454,0,1.0969333332602045,0.04999999972222222
10000,36,Employed - part time,New car,0,181,1,19,13,3,0,6,6,39.11,11131,11131,0,1.11309999988869,0.0055248618479289404
15000,60,Employed - full time,Other,0,89,4,11,7,1,0,1,4,53.27,2561,2561,0,0.17073333332195112,0.04494381971973237
15000,60,Self employed,Other,0,238,20,11,8,0,0,0,3,90.09,32411,32411,0,2.160733333189284,0.08403361309229575
1000,12,Employed - part time,Other,0,79,3,6,6,0,1,3,0,36.17,1224,1224,7,1.223999998776,0.03797468306361161
6000,36,Employed - full time,Other,0,217,2,33,17,2,0,6,16,51.64,180526,51434,2,30.087666661652055,0.009216589819278387
8000,60,Employed - full time,Other,0,161,7,14,10,1,6,1,4,52.36,61265,11373,7,7.658124999042734,0.04347826059951391
10000,60,Employed - full time,Other,0,137,6,23,11,1,0,1,12,55.0,101396,12610,0,10.13959999898604,0.04379562011828014
10000,60,Employed - full time,Other,0,277,2,27,15,5,0,3,12,80.63,57602,27555,0,5.76019999942398,0.007220216580432431
5000,36,Employed - full time,Other,0,415,12,17,14,0,0,0,3,139.18,106800,42307,0,21.359999995728,0.028915662580926114
6500,48,Employed - full time,Other,0,65,1,15,9,1,2,4,6,32.93,26441,26441,7,4.067846153220331,0.015384615147928998
13000,48,Employed - full time,Other,0,216,5,14,11,2,0,2,3,121.64,13894,13894,0,1.0687692306870178,0.023148148040980795
8000,48,Retired,Car,0,170,12,5,2,1,0,0,3,104.0,0,0,0,0.0,0.07058823487889274
